age_group,n_patients,mean_age,mean_shap,median_shap
<=40,2090,29.79377990430622,-0.865012967960851,-0.888065192571113
41-50,1796,46.021714922049,-0.5692907818983587,-0.5690768053579438
51-60,3373,55.8176697302105,-0.3124994661359619,-0.2953526421797169
61-70,4799,65.4892685976245,0.1748781462602817,0.24039295416814863
71-80,3783,75.34681469733016,0.37986670111312226,0.3390170736896734
80+,2502,84.47601918465227,0.6176523714730981,0.6224975375581359
