gcs_motor_apache,n_patients,mean_shap,median_shap
1.0,1088,0.5354739428628602,0.5270853159566617
2.0,48,0.59065651880697,0.5939226239535607
3.0,117,0.5161472073100674,0.5077453401087977
4.0,913,0.2821288572139039,0.2820810322056437
5.0,1563,0.1329602527726143,0.1318712193341357
6.0,14614,-0.0863334461296893,-0.0863333498175574
